1,frames_0000000001.png
833334,frames_0000000002.png
1666667,frames_0000000003.png
2500000,frames_0000000004.png
3333333,frames_0000000005.png
4166666,frames_0000000006.png
4999999,frames_0000000007.png
5833332,frames_0000000008.png
6666665,frames_0000000009.png
7499998,frames_0000000010.png
8333331,frames_0000000011.png
9166664,frames_0000000012.png
9999997,frames_0000000013.png
10833330,frames_0000000014.png
11666663,frames_0000000015.png
12499996,frames_0000000016.png
13333329,frames_0000000017.png
14166662,frames_0000000018.png
14999995,frames_0000000019.png
15833328,frames_0000000020.png
16666661,frames_0000000021.png
17499994,frames_0000000022.png
18333327,frames_0000000023.png
19166660,frames_0000000024.png
19999993,frames_0000000025.png
20833326,frames_0000000026.png
21666659,frames_0000000027.png
22499992,frames_0000000028.png
23333325,frames_0000000029.png
24166658,frames_0000000030.png
24999991,frames_0000000031.png
25833324,frames_0000000032.png
26666657,frames_0000000033.png
27499990,frames_0000000034.png
28333323,frames_0000000035.png
29166656,frames_0000000036.png
29999989,frames_0000000037.png
30833322,frames_0000000038.png
31666655,frames_0000000039.png
32499988,frames_0000000040.png
33333321,frames_0000000041.png
34166654,frames_0000000042.png
34999987,frames_0000000043.png
35833320,frames_0000000044.png
36666653,frames_0000000045.png
37499986,frames_0000000046.png
38333319,frames_0000000047.png
39166652,frames_0000000048.png
39999985,frames_0000000049.png
40833318,frames_0000000050.png
41666651,frames_0000000051.png
42499984,frames_0000000052.png
43333317,frames_0000000053.png
44166650,frames_0000000054.png
44999983,frames_0000000055.png
45833316,frames_0000000056.png
46666649,frames_0000000057.png
47499982,frames_0000000058.png
48333315,frames_0000000059.png
49166648,frames_0000000060.png
49999981,frames_0000000061.png
50833314,frames_0000000062.png
51666647,frames_0000000063.png
52499980,frames_0000000064.png
53333313,frames_0000000065.png
54166646,frames_0000000066.png
54999979,frames_0000000067.png
55833312,frames_0000000068.png
56666645,frames_0000000069.png
57499978,frames_0000000070.png
58333311,frames_0000000071.png
59166644,frames_0000000072.png
59999977,frames_0000000073.png
60833310,frames_0000000074.png
61666643,frames_0000000075.png
62499976,frames_0000000076.png
63333309,frames_0000000077.png
64166642,frames_0000000078.png
64999975,frames_0000000079.png
65833308,frames_0000000080.png
66666641,frames_0000000081.png
67499974,frames_0000000082.png
68333307,frames_0000000083.png
69166640,frames_0000000084.png
69999973,frames_0000000085.png
70833306,frames_0000000086.png
